protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT00645268,"A Multicenter, Double-blind Study to Evaluate the Effect of Pretreatment With a Daily Dose of Sildenafil on the As-Needed Efficacy of Viagra in Men With Erectile Dysfunction and Type 2 Diabetes",COMPLETED,Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,INDUSTRY,Erectile Dysfunction,INTERVENTIONAL,MALE,ADULT,Huntsville,United States,False,sildenafil,35,1,12,2002,27,3,2008
NCT05904262,Peripheral Protective Sensation in Type 2 Diabetes Mellitus,COMPLETED,Istanbul Kent University,OTHER,Diabetic Foot,OBSERVATIONAL,ALL,ADULT,Istanbul,Turkey,False,Foot Sole Sensation Evaluation,18,6,6,2023,15,6,2023
NCT01270763,Gene x Behavior Interaction in the Look AHEAD Study,COMPLETED,The Miriam Hospital,OTHER,Obesity,OBSERVATIONAL,ALL,ADULT,Providence,United States,False,Intensive lifestyle intervention,45,1,7,2009,5,1,2011
NCT00321256,Human Islet Transplantation in Brittle Type 1 Diabetes Mellitus. The GRAGIL 2 Study.,COMPLETED,"University Hospital, Grenoble",OTHER,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Besancon,France,False,human pancreatic islet transplantation,18,1,7,2003,3,5,2006
NCT03733743,Day-night Rhythm in Muscle Metabolism of Prediabetics,COMPLETED,Maastricht University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Maastricht,Netherlands,False,Standardized living protocol,40,9,7,2018,7,11,2018
NCT03806920,Isomaltulose VS Sucrose - Postprandial Effect on Incretin Profile and Second Meal Effect,COMPLETED,German Institute of Human Nutrition,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Potsdam,Germany,False,Intervention A,45,5,11,2016,16,1,2019
NCT00221208,Home Based Resistance Training For Type 2 Diabetes,COMPLETED,University of Alberta,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Edmonton,Canada,False,Resistance Training,25,1,4,2005,22,9,2005
NCT01961466,Diabetes and Psychological Profile,COMPLETED,Centre Hospitalier Universitaire Dijon,OTHER,Type 1 or 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Dijon,France,False,psychological and social self-administered questionnaires,18,1,12,2010,11,10,2013
NCT02012465,Validation of Insulin Protocol for Glucocorticoid-induced Hyperglycemia in Diabetic Oncology Patients,COMPLETED,Washington University School of Medicine,OTHER,Lymphoma,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,False,Insulin protocol,18,1,9,2013,16,12,2013
NCT01847092,A Study in CKD Patients With Type 2 Diabetes Mellitus and Albuminuria,COMPLETED,Ardelyx,INDUSTRY,Chronic Kidney Disease,INTERVENTIONAL,ALL,ADULT,Denver,United States,True,AZD1722,18,1,5,2013,6,5,2013
NCT05164523,The Effect of SGLT2 Inhibitors on Heart Rate Variability and BDNF Levels in Patients With Type 2 Diabetes,COMPLETED,Goztepe Training and Research Hospital,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Istanbul,Turkey,False,24-hour rhythm Holter,30,1,3,2021,20,12,2021
NCT01115088,"Effects of Stevia on Satiety and Eating Attitudes in Healthy, Overweight and Obese Adults",COMPLETED,Pennington Biomedical Research Center,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Baton Rouge,United States,False,Aspartame,18,1,1,2006,4,5,2010
NCT04005261,C-peptide Concentrations in Type 2 Diabetes Treated With Insulin; is it Time to Revise the Treatment of Type 2 Diabetes,COMPLETED,Goztepe Training and Research Hospital,OTHER,Type 2 Diabetes Treated With Insulin,OBSERVATIONAL,ALL,ADULT,Istanbul,Turkey,False,C-peptide concentrations,18,1,11,2018,2,7,2019
NCT04830462,Impact of LTBI Treatment on Glucose Tolerance and Chronic Inflammation,COMPLETED,Herlev and Gentofte Hospital,OTHER,Latent Tuberculosis,INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,False,Rifampicin 300 Mg Oral Capsule,18,15,4,2021,5,4,2021
NCT03764410,Evaluation of Non - Surgical Periodontal Therapy in Diabetic Patients.,COMPLETED,Universidade Metropolitana de Santos,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Santos,Brazil,False,Non-surgical periodontal treatment,30,20,12,2016,5,12,2018
NCT01828229,Consequences of Human Inactivity,COMPLETED,"Rigshospitalet, Denmark",OTHER,Inactivity,INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,False,female inactivity and hypercaloric diet,18,1,1,2009,10,4,2013
NCT03404700,Determining Dietary Pattern Accompanying Egg Intake Using Remote Food Photography Method,COMPLETED,Texas Tech University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Lubbock,United States,False,Egg breakfast,18,22,5,2018,19,1,2018
NCT03495089,DECODING Study (Dermal Electrochemical Conductance in Diabetic Neuropathy),COMPLETED,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,OTHER,"Neuropathy, Diabetic",INTERVENTIONAL,ALL,ADULT,Terrassa,Spain,False,dermal electrochemical conductance (DEC),40,1,5,2015,11,4,2018
NCT06060743,Examining the Effect of Mobile Application on Insulin Use Perception and Self-Management,COMPLETED,Ege University,OTHER,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,ADULT,İzmir,Turkey,False,INS-MOBILE: Mobile Application Developed for Insulin Use,18,1,11,2022,29,9,2023
NCT00885638,Effects of Dipeptidyl Peptidase-4 (DPP-4) Inhibition on Hormonal Responses to Macronutrient Ingestion,COMPLETED,Lund University,OTHER,Healthy,INTERVENTIONAL,MALE,ADULT,Lund,Sweden,True,Sitagliptin,20,1,8,2009,22,4,2009
NCT02791295,Lifestyle Intervention in Type 2 Diabetes,COMPLETED,Icadom,INDUSTRY,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,ADULT,Annecy,France,False,Diet and physical activity program,18,4,10,2016,6,6,2016
NCT02202876,Redox Imbalance and the Development of Cystic Fibrosis Diabetes,COMPLETED,Emory University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,CHILD,Atlanta,United States,False,Oral Glucose Tolerance Test,1,1,11,2014,29,7,2014
NCT02547935,"A Study to Evaluate the Effect of Dapagliflozin With and Without Saxagliptin on Albuminuria, and to Investigate the Effect of Dapagliflozin and Saxagliptin on HbA1c in Patients With Type 2 Diabetes and CKD",COMPLETED,AstraZeneca,INDUSTRY,"Type 2 Diabetes Mellitus, CKD and Albuminuria",INTERVENTIONAL,ALL,ADULT,Peoria,United States,True,Dapagliflozin 10 mg,18,21,9,2015,14,9,2015
NCT00425269,Lifestyle Intervention for Pakistani Women in Oslo,COMPLETED,University of Oslo,OTHER,Metabolic Syndrome,INTERVENTIONAL,FEMALE,ADULT,Oslo,Norway,True,lifestyle intervention (diet and physical activity),25,1,4,2006,22,1,2007
NCT03597412,Rosuvastatin/Ezetimibe Versus Rosuvastatin in ASCVD Patients With Type 2 DM,COMPLETED,Yuhan Corporation,INDUSTRY,Atherosclerotic Cardiovascular Disease,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,Rosuvamibe,19,17,10,2018,24,7,2018
NCT06384118,Effects of a Health Intervention on Hypoglycemic Coping : a Pilot Study,COMPLETED,Yating Liu,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Yangzhou,China,False,Impact of an IMB theory-based health education intervention on hypoglycemic coping in patients with type 2 diabetes: a pilot study,18,1,8,2023,25,4,2024
NCT00638560,Changes of Biomarkers in Response to Training and Antioxidant Treatment,COMPLETED,University of Leipzig,OTHER,Obesity,INTERVENTIONAL,MALE,ADULT,Leipzig,Germany,False,"Vitamin C, Vitamin E",25,1,3,2008,19,3,2008
NCT00602953,Role of Pancreatic Triglyceride Content in Beta-cell Function,COMPLETED,University of Texas Southwestern Medical Center,OTHER,Obesity,OBSERVATIONAL,ALL,ADULT,Dallas,United States,True,No intervention planned.,21,1,9,2007,28,1,2008
NCT04241575,Identification of Fatty Liver With Advanced Fibrosis in Type 2 Diabetes Using Simple Fibrosis Scores and Electronic Reminder Messages,COMPLETED,Chinese University of Hong Kong,OTHER,"Fatty Liver, Nonalcoholic",INTERVENTIONAL,ALL,ADULT,Hong Kong,Hong Kong,True,Simple fibrosis scores and electronic reminder messages,18,19,5,2020,27,1,2020
NCT00174993,Efficacy of Pioglitazone on Macrovascular Outcome in Patients With Type 2 Diabetes,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Multiple Cities,Austria,False,Pioglitazone,35,1,5,2001,15,9,2005
NCT04988594,Effects of Yogurt With Probiotics in Adults With Type 2 Diabetes Mellitus,COMPLETED,"Faculty of Medical Sciences, Clinical Hospital",OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Cordoba,Spain,False,"Lactobacillus acidophilus 207, Bifidobacterium lactis B420/205",25,1,2,2021,3,8,2021
NCT02325466,Comparative Efficacy of Ticagrelor Versus Aspirin on Blood Viscosity in Peripheral Artery Disease Patients With Type 2 Diabetes,COMPLETED,Icahn School of Medicine at Mount Sinai,OTHER,Peripheral Artery Disease,INTERVENTIONAL,ALL,ADULT,New York,United States,True,Aspirin,18,1,4,2015,25,12,2014
NCT01145742,Controlling Hypertension in Diabetes- Feasibility Study,COMPLETED,Albert Einstein College of Medicine,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Bronx,United States,False,home health/primary care collaboration,30,1,11,2006,17,6,2010
NCT03049228,In and ex Vivo Mitochondrial Function of the Heart,COMPLETED,Maastricht University Medical Center,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Maastricht,Netherlands,False,31P-MRS scan and cardiac MRI scan,40,21,3,2017,10,2,2017
NCT00412906,Study of Gene Activity in Fat and Muscle in Diabetics and Healthy Controls,COMPLETED,"Rigshospitalet, Denmark",OTHER,Healthy,INTERVENTIONAL,MALE,ADULT,Copenhagen,Denmark,False,Escherichia Coli Endotoxin,25,1,11,2006,19,12,2006
NCT00985712,A Study on the Effect of 2 Pen Devices on HbA1c,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,CHILD,Aschaffenburg,Germany,True,Insulin Lispro,8,1,10,2009,28,9,2009
NCT00655863,Efficacy of Alogliptin and With Pioglitazone in Patients With Type 2 Diabetes.,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,True,Alogliptin and Pioglitazone,18,1,7,2007,10,4,2008
NCT04377399,High vs Low Dose Vitamin D in Patients With Diabetic Peripheral Neuropathy,COMPLETED,"Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health",OTHER,Diabetes Type 2,INTERVENTIONAL,ALL,ADULT,Saint Petersburg,Russian Federation,False,Vitamin D,18,10,1,2018,6,5,2020
NCT02629705,Study of Carrageenan's Effect on Insulin Resistance in Humans,COMPLETED,University Hospital Tuebingen,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Tübingen,Germany,False,Carrageenan,18,1,10,2015,14,12,2015
NCT03011177,Teneligliptin Versus Linagliptin in Diabetes Mellitus Type Two Patients,COMPLETED,Handok Inc.,INDUSTRY,Type2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,Teneligliptin,19,1,1,2017,5,1,2017
NCT01671345,An Educational Intervention for Type 2 Diabetes Patients,COMPLETED,VA Office of Research and Development,FED,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chicago,United States,True,Intervention Video,18,27,11,2013,23,8,2012
NCT03909269,Glycaemic Markers in Persons With Type 2 Diabetes on Haemodialysis,COMPLETED,"Rigshospitalet, Denmark",OTHER,Diabetic Nephropathy Type 2,OBSERVATIONAL,ALL,ADULT,København Ø,Denmark,False,Continuous glucose monitoring,18,1,4,2018,9,4,2019
NCT01142297,Comparative Study of Implant Surfaces to Enhance Stabilization in Patients With Type 2 Diabetes,COMPLETED,The University of Texas Health Science Center at San Antonio,OTHER,Partially Edentulous Mandible,INTERVENTIONAL,ALL,ADULT,San Antonio,United States,True,dental implant and modified dental implant,18,1,7,2008,11,6,2010
NCT01667900,A Study of Dulaglutide in Chinese Participants,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Beijing,China,True,Dulaglutide,18,1,8,2012,17,8,2012
NCT02956811,Does Dapagliflozin Regress Left Ventricular Hypertrophy In Patients With Type 2 Diabetes?,COMPLETED,University of Dundee,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Dundee,United Kingdom,False,Dapagliflozin,18,14,2,2017,6,11,2016
NCT04653207,The Dose Effects of Isomaltulose and Sucrose on Glycaemic and Insulinemic Response,COMPLETED,Singapore Institute of Food and Biotechnology Innovation,OTHER_GOV,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Singapore,Singapore,False,Glucose Solution 1,21,1,3,2018,4,12,2020
NCT01354977,Effect of Resveratrol on Age-related Insulin Resistance and Inflammation in Humans,COMPLETED,Albert Einstein College of Medicine,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bronx,United States,True,Resveratrol,45,1,3,2008,17,5,2011
NCT04331444,Steno2tech - Continuous Glucose Monitoring and Type 2 Diabetes.,COMPLETED,Steno Diabetes Center Copenhagen,OTHER,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,ADULT,Gentofte,Denmark,False,CGM,18,1,8,2020,2,4,2020
NCT03231839,Nutritional Prevention of Diabetes Mellitus Type 2,COMPLETED,University Hospital Tuebingen,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Tuebingen,Germany,False,Caloric restriction,18,1,2,2009,27,7,2017
NCT01586780,Metabolic Effects of a Pre-meal Protein Drink With or Without Added Amino Acids at a Subsequent Composite Meal,COMPLETED,Lund University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Lund,Sweden,False,Protein drink,20,1,8,2009,27,4,2012
NCT01289587,Promoting Physical Activity in Patients With Type 2 Diabetes (DIAfit),COMPLETED,University of Lausanne Hospitals,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Lausanne,Switzerland,False,Physical activity intervention,18,1,2,2011,4,2,2011
NCT03682445,"Metabolic, Physical Responses To Exercise In Patients With Type 2 Diabetes Mellitus",COMPLETED,Pamukkale University,OTHER,Type2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Denizli,Turkey,False,exercise,35,4,11,2019,24,9,2018
NCT04931836,The Influence of Physical Activity on the Gut Microbiome of Pre-Diabetic Adults,COMPLETED,University of Minnesota,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,False,Physical Activity Intervention,30,29,7,2021,18,6,2021
NCT03198832,oxLDL in Diabetes Mellitus Patients and Disease Periodontal,COMPLETED,Universidade Estadual Paulista Júlio de Mesquita Filho,OTHER,Type 2 Diabetes Mellitus With Periodontal Disease,INTERVENTIONAL,ALL,ADULT,São Jose dos Campos,Brazil,False,Non-surgical periodontal treatment,35,2,5,2016,26,6,2017
NCT04216654,Role of Helicobacter Pylori in Microalbuminuria,COMPLETED,Minia University,OTHER,Microalbuminuria Due to Type 2 Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Cairo,Egypt,False,ELISA (enzyme-linked immunosorbent assay),45,1,7,2019,3,1,2020
NCT01294423,Evaluate Efficacy and Safety in Japanese Subjects With Type 2 Diabetes Mellitus,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Noda,Japan,True,Dapagliflozin,20,1,2,2011,11,2,2011
NCT01468519,Exploratory CSII Trial on Erectile Dysfunction in T2DM Patients,COMPLETED,Jothydev's Diabetes and Research Centre,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Thiruvananthapuram,India,False,Insulin,25,1,1,2012,9,11,2011
NCT02261168,Day-Night Rhythm in Human Skeletal Muscle,COMPLETED,Maastricht University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Maastricht,Netherlands,False,Standardized living protocol,18,1,11,2014,10,10,2014
NCT01935804,Effect of Pioglitazone Versus Metformin on Bone Health in Postmenopausal Women With Type 2 Diabetes,COMPLETED,King Abdulaziz University,OTHER,Diabetes Mellitus,INTERVENTIONAL,FEMALE,ADULT,Jeddah,Saudi Arabia,False,Pioglitazone,50,1,1,2009,5,9,2013
NCT02756832,An Observational Study of Alogliptin Benzoate in Participants With Diabetes Mellitus Type 2,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Arkhangelsk,Russian Federation,True,Alogliptin Benzoate,18,20,9,2016,29,4,2016
NCT00770640,Efficacy of Pioglitazone and Insulin in Treating Subjects With Type 2 Diabetes Mellitus and Renal Failure.,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Schwetzingen,Germany,False,Pioglitazone and insulin,30,1,8,2008,10,10,2008
NCT00102297,Study of the Safety of FG-3019 in Incipient Nephropathy Due to Type 1 or Type 2 Diabetes Mellitus,COMPLETED,FibroGen,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,False,FG-3019,21,1,1,2005,27,1,2005
NCT06236672,Impact of GLP-1 RAs Compared to Basal Insulin Start in Patients Living With Type 2 Diabetes and Chronic Kidney Disease,COMPLETED,LMC Diabetes & Endocrinology Ltd.,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Toronto,Canada,False,GLP-1 receptor agonist,18,15,2,2023,1,2,2024
NCT02580513,Circadian Misalignment and Insulin Sensitivity,COMPLETED,Maastricht University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Maastricht,Netherlands,False,Circadian Misalignment,18,1,1,2016,20,10,2015
NCT00951119,Device-guided Breathing Exercises on Blood Pressure in Diabetic Patients,COMPLETED,"Medical Research Foundation, The Netherlands",OTHER,Hypertension in Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Zwolle,Netherlands,False,Resperate,18,1,9,2009,4,8,2009
NCT01447147,A Study to Evaluate the Safety and Efficacy of CCX140-B in Subjects With Diabetic Nephropathy,COMPLETED,ChemoCentryx,INDUSTRY,Diabetic Nephropathy,INTERVENTIONAL,ALL,ADULT,Antwerp,Belgium,False,Placebo,18,1,10,2011,6,10,2011
NCT05290207,The Different Response of Endocrine Hormones to Hypoglycemia in Patients With Type 1 or Type 2 Diabetes,COMPLETED,"Nanjing First Hospital, Nanjing Medical University",OTHER,Diabetes,OBSERVATIONAL,MALE,ADULT,Nanjing,China,False,The hyperinsulinaemic hypoglycaemic clamp,18,6,1,2022,22,3,2022
NCT05526157,"An Observational Study, Called FINEGUST, to Learn More About How People With Chronic Kidney Disease and Type 2 Diabetes Are Treated and How the Introduction of New Treatment Options, Like Finerenone, Impacts Clinical Practice",COMPLETED,Bayer,INDUSTRY,Chronic Kidney Disease,OBSERVATIONAL,ALL,ADULT,Eden Prairie,United States,False,"Finerenone (Kerendia, BAY 948862)",18,1,10,2022,2,9,2022
NCT00798915,Study of the Effects of Xenin-25 in Humans With and Without Type 2 Diabetes Mellitus,COMPLETED,Washington University School of Medicine,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,False,Placebo,18,1,12,2008,26,11,2008
NCT03609463,Promoting Weight Loss and Stress Reduction in Overweight and Obese Patients With Type 2 Diabetes,COMPLETED,Chiara Rafanelli,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Casalmaggiore,Italy,False,Small change intervention,18,27,3,2018,1,8,2018
NCT00574639,Mechanisms of Hypoglycemia Associated Autonomic Dysfunction Question 2,COMPLETED,"University of Maryland, Baltimore",OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,ADULT,Baltimore,United States,False,Alprazolam,18,1,7,2007,17,12,2007
NCT04390711,Association of Carbamylated HDL and CAD in T2DM Patients,COMPLETED,RenJi Hospital,OTHER,Type 2 Diabetes Mellitus With Circulatory Complciation,OBSERVATIONAL,ALL,ADULT,Shanghai,China,False,"High density lipoprotein isolation, detection and in-vitro study.",40,1,9,2018,15,5,2020
NCT01221519,A Relative Bioavailability Study Measuring the Extent and Rate of Absorption of Different Tablet Formulations of AZD1656 in Type 2 Diabetes Mellitus (T2DM) Patients,COMPLETED,AstraZeneca,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,St. Paul,United States,False,AZD1656,18,1,9,2010,15,10,2010
NCT03176524,"A Trial to Investigate the Safety and the Pharmacokinetic, Pharmacodynamic Characteristics of Two BioChaperone® Glucagon Formulations Compared to Marketed GlucaGen® in Subjects With T1DM",COMPLETED,Adocia,INDUSTRY,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Neuss,Germany,False,BioChaperone® glucagon formulation 1,18,6,6,2017,5,6,2017
NCT01296308,Complementary and Integrative Therapy for Diabetic Neuropathy,COMPLETED,Universität Duisburg-Essen,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Essen,Germany,False,inpatient integrative treatment,18,1,3,2011,15,2,2011
NCT00696722,Effects of Atazanavir Treatment on Type 2 Diabetes Mellitus Related Endothelial Dysfunction,COMPLETED,Radboud University Medical Center,OTHER,Type 2 Diabetes Mellitus Related Endothelial Dysfunction,INTERVENTIONAL,ALL,ADULT,Nijmegen,Netherlands,False,placebo + atazanavir,18,1,6,2008,13,6,2008
NCT01715818,A Study on The Potential of Aleglitazar to Reduce Cardiovascular Risk in Patients With Stable Cardiovascular Disease and Glucose Abnormalities,COMPLETED,Hoffmann-La Roche,INDUSTRY,"Cardiovascular Disease, Diabetes Mellitus Type 2",INTERVENTIONAL,ALL,ADULT,Muscle Shoals,United States,False,Placebo,40,1,12,2012,29,10,2012
NCT01586897,The Medication Metronome Project - Study to Facilitate Follow-up Testing Resulting From Prescribed Medications to Improve Patient Safety and Care,COMPLETED,Massachusetts General Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Boston,United States,True,Medication Metronome,18,1,5,2012,27,4,2012
NCT00933530,A Clinical Study to Assess the Safety and Pharmacokinetics of SRT2104 in Normal Healthy Male Volunteers,COMPLETED,"Sirtris, a GSK Company",INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Merthyr Tydfill,United Kingdom,False,SRT2104,18,1,5,2008,7,7,2009
NCT00006162,Lifestyle Interventions to Reduce Diabetes Risk,COMPLETED,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Glucose Intolerance,INTERVENTIONAL,ALL,ADULT,Seattle,United States,False,exercise and diet,40,1,10,1994,9,8,2000
NCT03380338,The Effect of Exercise on Gut Microbiota in Type 2 Diabetic Patients,COMPLETED,"Amsterdam UMC, location VUmc",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,False,Combined aerobic and strength exercise,18,11,5,2016,21,12,2017
NCT01845857,A National Study of the Chronic Disease Self-Management Program,COMPLETED,Stanford University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Stanford,United States,False,Chronic Disease Self-Management Workshop,18,1,8,2010,3,5,2013
NCT02475421,Hyperglucagonaemia in Patients With Type 2 Diabetes - Role of Glucagon Clearance,COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Hellerup,Denmark,False,Glucagon,18,1,5,2015,18,6,2015
NCT01763346,Beta Cell Restoration Through Fat Mitigation,COMPLETED,University of Southern California,OTHER,Prediabetes,INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,True,Metformin,22,1,6,2013,8,1,2013
NCT00277732,Pharmaceutical Care for Diabetes Type 2 Patients: a Randomised Controlled Trial,COMPLETED,University Ghent,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Ghent,Belgium,False,Pharmaceutical care at baseline and follow-up visits over 6 months,45,1,1,2006,16,1,2006
NCT02060916,Study to Evaluate the Safety and Efficacy of PAZ320 in Patients With Type 2 Diabetes,COMPLETED,Boston Therapeutics,INDUSTRY,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,ADULT,Dartmouth,United States,False,PAZ320,18,1,3,2011,12,2,2014
NCT01803828,REmodelling in Diabetic CardiOmapathy: Gender Response to PDE5i InhibiTOrs,COMPLETED,University of Roma La Sapienza,OTHER,Diabetic Cardiomyopathy,INTERVENTIONAL,ALL,ADULT,Rome,Italy,False,Tadalafil,45,1,5,2014,4,3,2013
NCT00812578,Metabolic Effects of Vitamin D in Patients With Type 2 Diabetes,COMPLETED,University of Aarhus,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Aarhus,Denmark,False,Cholecalciferol,18,1,12,2008,22,12,2008
NCT06074965,Impact of Two Medtronic Infusion Sets on Lipohypertrophy in Type 1 Diabetes (T1DM) Patients Thought to Have LH,COMPLETED,Azienda Ospedaliera San Camillo Forlanini,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Roma,Italy,False,Medtronic Extended Infusion Set,18,5,10,2022,10,10,2023
NCT04636411,Effects of Oral Magnesium Supplementation on Patients With Type 2 Diabetes,COMPLETED,"Samar Fares, MD",OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Cairo,Egypt,False,Oral Magnesium Supplementation,18,1,11,2020,19,11,2020
NCT00762736,Efficacy and Safety of Pioglitazone and Azilsartan in Treating Subjects With Type 2 Diabetes Mellitus,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,"Birmingham,",United States,False,Pioglitazone and azilsartan,18,1,7,2004,30,9,2008
NCT01271062,Restoration of Beta Cell Function and Cardiovascular Parameters in Relation to Adipoinsular and Enteroinsular Axes After Gastric Bypass Surgery,COMPLETED,Cantonal Hospital of St. Gallen,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Graz,Austria,False,gastric bypass surgery,18,1,10,2009,6,1,2011
NCT04023734,A Targeted and Tailored Pharmacist Intervention to Improve Adherence to Antihypertensive Drugs Among Diabetes Patients,COMPLETED,University of Groningen,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Bandung,Indonesia,False,"Reminders, habit-based strategies and/or involvement of family member",18,16,8,2019,17,7,2019
NCT00773279,"Efficacy, Safety and Preference Study of a Insulin Pen PDS290 vs. a Novo Nordisk Marketed Insulin Pen in Diabetics",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Burlingame,United States,True,FlexTouch®,18,1,9,2008,16,10,2008
