Title,Sponsor,Sponsor_Class,Conditions,Study_Type,Sex,Age_Category,City,Country,Results,Interventions,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
Identifying the Effect and Working Mechanisms of MyPlan 2.0 in Adults With Type 2 Diabetes,University Ghent,OTHER,Chronic Disease,INTERVENTIONAL,ALL,ADULT,Ghent,Belgium,Passed,MyPlan 2.0,18,15,10,2017,25,9,2017
"Hepatic Dysfunction, Vitamin D Status, and Glycemic Control in Diabetes","University of Massachusetts, Worcester",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,CHILD,Worcester,United States,Passed,"Ergocalciferol, placebo",10,1,3,2014,7,5,2014
Mindfulness Program for Older-Diabetes,Fooyin University,OTHER,Mental Health Wellness 1,INTERVENTIONAL,ALL,OLDER_ADULT,Kaohsiung City,Taiwan,Passed,Mindfulness-based Stress Reduction Program - Taiwan (MBSR-T),65,1,1,2017,15,5,2019
Stability and Crestal Bone Changes Around Implants Placed at Crestal Versus Subcrestal Level in Controlled Type Two Diabetic Patients,Hams Hamed Abdelrahman,OTHER,Dental Implant,INTERVENTIONAL,ALL,ADULT,Alexandria,Egypt,Passed,Implants placed at bone crest,30,11,2,2021,18,11,2021
"Safety, Acceptability and Efficacy of a Long-term Intervention With a Diabetes-specific Low-carbohydrate, High-mono-unsaturated Fatty Acid Containing Oral Nutritional Supplement on Glycaemic Control in Type 2 Diabetic Patients",Fresenius Kabi,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Stockach,Germany,Passed,"Oral nutritional supplement, food for special medical purposes",40,1,11,2010,16,11,2010
Establishing a Diabetes Registry Using the JADE-DIAMOND Electronic Portal (CN001),Asia Diabetes Foundation,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Shatin,Hong Kong,Passed,JADE,18,1,1,2010,11,1,2011
Exercise and Cardiovascular Control During Upright Tilt in Older Adults With Type 2 Diabetes,University of British Columbia,OTHER,Cardiovascular,INTERVENTIONAL,ALL,OLDER_ADULT,Vancouver,Canada,Passed,Aerobic Exercise and Strength Exercise,65,1,2,2006,13,10,2006
Reparixin in Pancreatic Islet Transplantation,Dompé Farmaceutici S.p.A,INDUSTRY,Pancreatic Islet Transplantation in Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Dresden,Germany,Failed,Reparixin,18,28,7,2010,14,10,2010
"Effects of Education Program for Lebanese Diabetic T2 in Their Behavior of Auto Managing, of Self-efficacy and Adhesion",Université de Montréal,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Beirut,Lebanon,Passed,education program,18,1,2,2013,18,1,2013
"A Randomised, Open-Label Study to Evaluate the Relative and Absolute Bioavailability of Cotadutide in Healthy Subjects",AstraZeneca,INDUSTRY,Non-alcoholic Steatohepatitis,INTERVENTIONAL,ALL,ADULT,Ruddington,United Kingdom,Passed,cotadutide solution for injection,18,28,3,2022,24,3,2022
Clinic to Community Connections - Broader Distribution,Washington University School of Medicine,OTHER,Gestational Diabetes,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,Failed,Staff -Educational training,18,18,6,2020,17,7,2020
Low-carbohydrate Versus Low-fat Breakfast in Type 2 Diabetes,University of British Columbia,OTHER,Dietary Habits,INTERVENTIONAL,ALL,ADULT,Kelowna,Canada,Passed,Low-Carb High-Fat breakfast,20,1,10,2020,16,9,2020
Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and Diabetic Kidney Disease,Bayer,INDUSTRY,Chronic Kidney Disease,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Finerenone (BAY94-8862),18,17,9,2015,4,9,2015
Simplification of Complex Insulin Regimens With Preserving Good Glycemic Control in Type 2 Diabetes,Bekes County Central Hospital,OTHER,HBA1c,OBSERVATIONAL,ALL,ADULT,Békéscsaba,Hungary,Passed,de-escalation of complex insulin regimens,18,1,1,2016,16,7,2019
Dulaglutide Versus Liraglutide in Obese Type 2 Diabetic Adolescents Using Metformin,Corporacion Parc Tauli,OTHER,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,CHILD,Lahore,Pakistan,Passed,Dulaglutide,12,2,1,2020,2,4,2021
The Effects of Apple Consumption on Cardiovascular Health in Prediabetics and Type 2 Diabetics,Florida State University,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Tallahassee,United States,Passed,Apple,45,1,8,2014,25,8,2014
"Pharmacokinetics, Safety and Tolerability of CKD-387 10/500mg BE Phase1",Chong Kun Dang Pharmaceutical,INDUSTRY,Type2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,"Part A, Reference (D635 10/500mg, Astrazeneca)",19,6,8,2019,7,11,2019
SGLT2 Inhibitor Versus Sulfonylurea on Type 2 Diabetes With NAFLD,Kanazawa University,OTHER,Non-alcoholic Fatty Liver Disease,INTERVENTIONAL,ALL,ADULT,Kanazawa,Japan,Passed,Tofogliflozin,20,11,11,2015,7,1,2016
Effectiveness and Implementation of the Assessment of Burden of Chronic Conditions (ABCC)-Tool,Maastricht University,OTHER,Chronic Obstructive Pulmonary Disease,INTERVENTIONAL,ALL,ADULT,Maastricht,Netherlands,Passed,Assessment of Burden of Chronic Conditions (ABCC)-tool,18,1,11,2019,15,10,2019
Closing the Loop in Children and Adolescents With Type 1 Diabetes in the Home Setting,University of Cambridge,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,CHILD,Cambridge,United Kingdom,Passed,Overnight closed-loop,6,1,12,2013,29,1,2013
"Clinical Evaluation of Fenugreek Seed Extract, a Nutraceutical in Patients With Type- 2 Diabetes","All India Institute of Medical Sciences, Bhubaneswar",OTHER,Type-2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bhubaneswar,India,Passed,"Oral hypoglycemic agents (pre-specified) [Metformin, Sulfonylurea]",25,17,1,2016,26,2,2016
Copenhagen Obesity Risk Assessment Study,University of Copenhagen,OTHER,Metabolic Syndrome,INTERVENTIONAL,FEMALE,ADULT,Frederiksberg,Denmark,Passed,Trans fat (soy bean oil),45,1,4,2008,10,4,2008
Drugs for High Blood Pressure and High Cholesterol in American Indians With Type 2 Diabetes,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Diabetic Nephropathy,INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,Passed,Lisinopril,18,1,8,1993,19,10,1999
BDPP Treatment for Mild Cognitive Impairment (MCI) and Prediabetes or Type 2 Diabetes Mellitus (T2DM),Johns Hopkins University,OTHER,Mild Cognitive Impairment,INTERVENTIONAL,ALL,ADULT,Baltimore,United States,Passed,"grape seed polyphenolic extract, resveratrol",50,1,6,2015,20,7,2015
A Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors,Eisai Inc.,INDUSTRY,Cardiovascular Disease,INTERVENTIONAL,ALL,ADULT,Alexander City,United States,Failed,Lorcaserin hydrochloride,40,24,1,2014,24,12,2013
"Comparison of Weight Loss and Nutritional Deficiency After One Anastomosis Gastric Bypass at 150, 170, and 200 cm From the Duodenojejunal Junction",Cairo University,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Cairo,Egypt,Passed,One Anastomosis Gastric Bypass (150 cm from Duodenojejunal Junction),18,20,6,2023,29,10,2024
The Combined Portfolio Diet and Exercise Study,Unity Health Toronto,OTHER,Cardiovascular Diseases,INTERVENTIONAL,ALL,ADULT,Vancouver,Canada,Passed,Portfolio diet and structured exercise,21,25,11,2016,25,6,2015
Biodex Balance System Training in Diabetic Neuropathy,Riphah International University,OTHER,Diabetic Neuropathies,INTERVENTIONAL,ALL,ADULT,Rawalpindi,Pakistan,Passed,Biodex balance system,40,1,12,2020,29,6,2021
DPP IV Inhibition Facilitates Healing of Chronic Foot Ulcers in Type 2 Diabetes,"University of Campania ""Luigi Vanvitelli""",OTHER,Chronic Foot Ulcers,INTERVENTIONAL,ALL,ADULT,Naples,Italy,Failed,Placebo,40,1,5,2011,16,11,2011
Effects of Amlodipine/Benazepril in the Hypertensive African-American Population With Type 2 Diabetes Mellitus,Novartis,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,East Hanover,United States,Passed,Amlodipine/benazepril,18,1,12,2001,24,8,2006
Estimate Rate of the Women Who Have Gestational Diabetes,Hôpital NOVO,OTHER,"Diabetes, Gestational",OBSERVATIONAL,FEMALE,ADULT,Pontoise,France,Passed,gestational diabetes women,18,1,7,2015,2,8,2016
"Elastic Band Resistance Exercise on Glycated Haemoglobin and Muscle Strength, Balance, and Physical Function in Patients With Comorbid Type 2 Diabetes Mellitus and Knee Osteoarthritis",Shu-Mei Chen,OTHER,Elastic Band Resistance Exercise With Comorbid Type 2 Diabetes Mellitus and Knee Osteoarthritis,INTERVENTIONAL,ALL,ADULT,Kaohsiung,Taiwan,Passed,Elastic Band Resistance Exercise,60,1,8,2017,19,7,2019
Undiagnosed Diabetes in a Dental Setting,Columbia University,OTHER,Prediabetic State,INTERVENTIONAL,ALL,ADULT,New York,United States,Passed,Enhanced intervention,30,1,4,2009,22,10,2012
Effect of Antioxidant Intake on Resistin Levels In Patients With Gum Disease and Diabetes,Panineeya Mahavidyalaya Institute of Dental Sciences & Research Centre,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Hyderabad,India,Passed,Alpha lipoic acid,35,1,2,2016,17,5,2016
A Trial to Evaluate the Effect of C21 on Endothelial Dysfunction in Subjects With Type 2 Diabetes,Vicore Pharma AB,INDUSTRY,Type2diabetes,INTERVENTIONAL,ALL,ADULT,Malmö,Sweden,Failed,C21,40,31,3,2023,26,4,2023
Effect of Low-Glycemic Index Mediterranean Diet on AGEs,Azienda Ospedaliera Specializzata in Gastroenterologia Saverio de Bellis,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Castellana Grotte,Italy,Passed,Low Glycemic Index Mediterranean Diet,18,1,2,2011,2,2,2015
Effect of Pasta on Blood Glucose Response in Normal Subjects,Minneapolis Veterans Affairs Medical Center,FED,Blood Glucose Concentration,INTERVENTIONAL,ALL,ADULT,Minneapolis,United States,Passed,modified pasta,18,1,4,2010,10,11,2011
Lifestyle Management of CKD in Obese Diabetic Patients,NYU Langone Health,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,New York,United States,Passed,Social Cognitive Theory,40,1,10,2014,28,10,2014
Effect of Sarpogrelate On the Nephropathy in Type 2 Diabetes (SONATA Study),Yuhan Corporation,INDUSTRY,Diabetic Nephropathy,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,Anplag(Sarpogrelate),20,1,2,2013,5,6,2013
"Dairy Lipids, Proteins, and the Metabolic Syndrome - ""DairyHealth""",University of Aarhus,OTHER,Metabolic Syndrome,INTERVENTIONAL,ALL,ADULT,Aarhus,Denmark,Passed,High content of MC-SFA,18,1,10,2011,16,11,2011
Vasodilatory and Metabolic Effects of Glucagon-like Peptide-1 in Periphery Circulation in Patients With and Without Type 2 Diabetes Mellitus,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes,INTERVENTIONAL,MALE,ADULT,Hellerup,Denmark,Passed,human glucagon-like peptide 1 (7-36)amide,18,1,3,2012,20,9,2012
Type 2 Diabetes Affect Exercise Induced Improvement in Insulin Sensitivity,"University of Texas, El Paso",OTHER,Insulin Sensitivity/Resistance,INTERVENTIONAL,MALE,ADULT,El Paso,United States,Passed,8 weeks of combined exercise intervention,18,1,4,2016,20,4,2016
Safety and Efficacy Study of Autologous Bone Marrow Aspirate Concentrate for No-Option Critical Limb Ischemia,University Hospital Ostrava,OTHER,Critical Lower Limb Ischemia,INTERVENTIONAL,ALL,ADULT,Ostrava,Czechia,Passed,Group A: Intramuscular,18,1,9,2012,26,3,2013
A Study of HTD1801 in Adults With Nonalcoholic Steatohepatitis (NASH) and Type 2 Diabetes Mellitus (T2DM),HighTide Biopharma Pty Ltd,INDUSTRY,"Fatty Liver, Nonalcoholic",INTERVENTIONAL,ALL,ADULT,Chandler,United States,Failed,HTD1801,18,26,11,2018,4,9,2018
Combined Liraglutide and Metformin Therapy in Women With Previous Gestational Diabetes Mellitus (GDM),Woman's,OTHER,Gestational Diabetes Mellitus,INTERVENTIONAL,FEMALE,ADULT,Baton Rouge,United States,Failed,Metformin XR plus placebo,18,11,8,2011,4,11,2010
The Health Influences of Puberty (HIP) Study,"University of Colorado, Denver",OTHER,Obesity,INTERVENTIONAL,ALL,CHILD,Aurora,United States,Failed,Metformin,9,1,6,2011,25,1,2013
Effect of Vitamin D Supplementation on Hemoglobin A1c,Ascension Health,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Flint,United States,Passed,Vitamin D,34,1,3,2011,16,5,2011
Effects of Food Cooking on Diabetes-2 Risk Factors,University of Copenhagen,OTHER,Obesity,INTERVENTIONAL,FEMALE,ADULT,Frederiksberg,Denmark,Passed,Dietary intervention,20,1,12,2011,12,6,2012
"""POWER2DM Evaluation Campaign""",Leiden University Medical Center,OTHER,Type1 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Leiden,Netherlands,Passed,POWER2DM system,18,3,12,2018,17,7,2018
A One Year Clinical Trial Assessing the Usefulness and Safety of Inhaled Insulin in Diabetics With Asthma,Pfizer,INDUSTRY,Asthma,INTERVENTIONAL,ALL,ADULT,Glendale,United States,Failed,Inhaled Insulin,18,1,1,2003,31,8,2005
Differences In The Severity Of Diabetic Neuropathy Based On Electromyography In Type 2 Diabetes Mellitus Patients With And Without Comorbidities,Universitas Diponegoro,OTHER,Diabetic Neuropathies,OBSERVATIONAL,ALL,ADULT,Semarang,Indonesia,Passed,Electromyography,40,1,1,2024,27,8,2024
Acute and Short-term Chronic Effects of Galvus (Vildagliptin) in Diabetes Type 2 Obese Women,Rio de Janeiro State University,OTHER,1- Microvascular Function,INTERVENTIONAL,FEMALE,ADULT,Rio de Janeiro,Brazil,Passed,Vildagliptin,19,1,4,2013,9,4,2013
A Randomized Trial to Assess the Efficacy and Safety of GO2KA1(Chitosan Oligosaccharide)on Blood Glucose Control,Yonsei University,OTHER,"Impaired Fasting Glucose, Newly-diagnosed Type 2 Diabetes",INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,GO2KA1,20,1,7,2011,21,12,2011
Evaluating a Web-Based Cardiovascular Disease Risk Factor Reduction Program Among American Indians,Black Hills Center for American Indian Health,OTHER,Cardiovascular Diseases,INTERVENTIONAL,ALL,ADULT,Rapid City,United States,Passed,Chronic disease management Web-based software,18,1,2,2009,6,2,2008
Creatine Supplementation and Diabetes,University of Sao Paulo,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Sao Paulo,Brazil,Passed,creatine,45,1,10,2009,8,10,2009
Effects of Advanced Glycation Endproducts on Satiety and Inflammation,University of Copenhagen,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,Passed,Dietary meal intervention,20,1,8,2011,14,9,2011
Study of a Carbohydrate Drink in Adults,Abbott Nutrition,INDUSTRY,Glycemic Response,INTERVENTIONAL,ALL,ADULT,Jupiter,United States,Passed,Nutritional Supplement,18,7,4,2020,18,3,2020
Efficacy and Safety of M100907 on Sleep Maintenance Insomnia With a Sub-study in Stable Type II Diabetes Mellitus,Sanofi,INDUSTRY,Sleep Initiation and Maintenance Disorders,INTERVENTIONAL,ALL,ADULT,Bridgewater,United States,Passed,volinanserin (M100907),18,1,6,2007,3,7,2007
Incidence of Major Cardiovascular Events in Diabetic Patients With ACS Undergoing Coronary Angioplasty and Treated With Clopidogrel 150 mg Versus 75 mg,Laboratoires Teriak,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Ben Arous,Tunisia,Passed,Clopidogrel,18,7,12,2017,1,11,2017
Phase 3 28-Week Study With 24-Week and 52-week Extension Phases to Evaluate Efficacy and Safety of Exenatide Once Weekly and Dapagliflozin Versus Exenatide and Dapagliflozin Matching Placebo,AstraZeneca,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Exantide with Dapagliflozin,18,4,9,2014,1,9,2014
Effects of Use of a Connected Pillbox On Medication Adherence,University of Pennsylvania,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Philadelphia,United States,Failed,Pre-filled trays,18,1,2,2015,30,10,2015
Evaluation of the Accuracy of an Implanted Glucose Sensor,"Senseonics, Inc.",INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Concord,United States,Failed,Continuous Glucose Monitoring System,18,1,1,2016,6,1,2016
Hyaluronic Acid With Scaling & Root Planing In Chronic Periodontitis Patients With Diabetes Mellitus Type 2,Cairo University,OTHER,Chronic Periodontitis,INTERVENTIONAL,ALL,CHILD,Cairo,Egypt,Passed,Periodontal treatment with Hyaluronic acid associated with SRP,38,16,3,2017,17,1,2019
A Phase IIIb Study to Evaluate the Safety and Efficacy of Gemigliptin in Type 2 Diabetes Mellitus Patients With Moderate or Severe Renal Impairment(GUARD Study),LG Life Sciences,INDUSTRY,Type 2 DM Patients With Moderate or Severe Renal Impairment,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",Passed,Gemigliptin,19,1,10,2013,23,10,2013
Effects of a Plant-Based Diet on Insulin Requirements and Obesity Markers in Obese Adults With T2DM,University of Rochester,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Webster,United States,Passed,DASH,18,1,12,2020,7,8,2019
The Medical College of Georgia PLAY Project: Exercise Dose and Insulin Sensitivity in Obese Children,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Obesity,INTERVENTIONAL,ALL,CHILD,Augusta,United States,Passed,Aerobic exercise program,7,1,6,2003,21,4,2005
Postprandial Fatty Acid Metabolism in the Natural History of Type 2 Diabetes (T2D),Université de Sherbrooke,OTHER,Impaired Glucose Tolerance,INTERVENTIONAL,ALL,ADULT,Sherbrooke,Canada,Passed,Nicotinic acid,45,17,1,2017,21,6,2016
Genetic Risk and Health Coaching for Type 2 Diabetes and Coronary Heart Disease,Duke University,OTHER,"Coronary Heart Disease, Susceptibility to, 5",INTERVENTIONAL,ALL,ADULT,Fairfield,United States,Failed,Health coaching,18,1,7,2013,24,6,2013
Diagnosis and Therapy of Vulnerable Atherosclerotic Plaque,Aristotle University Of Thessaloniki,OTHER,Carotid Atherosclerosis,INTERVENTIONAL,ALL,ADULT,Thessaloniki,Greece,Passed,atorvastatin,50,1,9,2005,14,3,2008
A Pivotal Study to Evaluate Guardian™ Connect CGM System Performance in China,Medtronic Diabetes,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,CHILD,Beijing,China,Failed,Guardian™ Sensor (3),14,28,2,2019,17,10,2018
Assessment of Liver Glucose Metabolism in Diabetic Subjects,German Diabetes Center,OTHER,Newly Diagnosed Type 2 Diabetes (During the Last 12 Months),INTERVENTIONAL,ALL,ADULT,Düsseldorf,Germany,Passed,intravenous glucose tolerance test,35,1,7,2011,19,7,2011
Asian Study on Cilostazol Effectivity in Neuropathies of Diabetes Mellitus Type 2-A Pilot Study in the Philippines,"Otsuka Pharmaceutical, Inc., Philippines",INDUSTRY,Polyneuropathy,INTERVENTIONAL,ALL,ADULT,Manila,Philippines,Passed,Cilostazol,18,1,3,2004,26,2,2010
BIOD-531 vs. Humalog Mix 75/25 vs. Humulin R U-500 Post-Meal Glucose Control in Patients With Severe Insulin Resistance,Biodel,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,BIOD-531,18,1,5,2014,24,12,2014
"Diet, Obesity and Genes (DiOGenes)",University of Copenhagen,OTHER,Obesity,INTERVENTIONAL,ALL,CHILD,Copenhagen,Denmark,Passed,High or low Glycemic Index and high or low Protein Diet,5,1,1,2006,20,10,2006
Determining Serum and Urinary Levels of miRNA 192 and miRNA 25 in Patients With and Without Type 2 Diabetes.,University of Pisa,OTHER,Diabetic Kidney Disease,OBSERVATIONAL,ALL,ADULT,Pisa,Italy,Passed,no interventions required.,18,1,3,2018,25,11,2019
Randomized Controlled Clinical Trial of Cinnamon to Lower Hemoglobin A1c,Eglin AFB Regional Hospital,FED,Diabetes,INTERVENTIONAL,ALL,ADULT,Eglin Air Force Base,United States,Passed,cinnamon,18,1,3,2007,9,3,2007
Obstructive Sleep Apnea and Diabetes Mellitus,The University of Hong Kong,OTHER,Obstructive Sleep Apnea,INTERVENTIONAL,ALL,ADULT,Pokfulam,Hong Kong,Passed,nasal Continuous Positive Airway Pressure,25,1,5,2008,7,4,2009
Effect of Tahini in Oxidative Stress and Endothelial Function in Diabetes,Harokopio University,OTHER,Oxidative Stress,INTERVENTIONAL,ALL,ADULT,Athens,Greece,Passed,tahini and bread,40,28,3,2023,31,5,2022
Closed-loop Insulin Delivery in the General Ward,University of Cambridge,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bern,Switzerland,Passed,Fully Automated Closed-Loop Insulin Delivery,18,1,8,2016,24,1,2013
Exercise Using Chinese Yoga Improving Insomnia,Taichung Veterans General Hospital,OTHER,Exercise Promotion,INTERVENTIONAL,ALL,ADULT,Taichung,Taiwan,Passed,Yoga,18,24,5,2017,16,8,2017
Intensive Diet and Physical Activity on Diabetes,Shanghai Jiao Tong University School of Medicine,OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Shanghai,China,Passed,intensive diet intervention,40,7,1,2019,15,2,2019
Alpha-lipoic Acid Reduces Left Ventricular Mass in Normotensive Type 2 Diabetic Patients With Coronary Artery Disease,Wuhan General Hospital of Guangzhou Military Command,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Wuhan,China,Passed,alpha-lipoic acid,40,1,11,2013,13,6,2013
Microcirculation and Bone Metabolism in Patients With Type 2 Diabetes Mellitus and Charcot Foot - A Pilot Study,Tameside General Hospital,OTHER,Diabetic Angiopathies,OBSERVATIONAL,ALL,ADULT,Ashton-under-Lyne,United Kingdom,Passed,Baseline comparison of microcirculation and bone metabolism,40,1,6,2015,6,5,2015
T-IR- Study to Understand the Effects of Testosterone and Estrogen on the Body's Response to the Hormone Insulin,University of Washington,OTHER,Insulin Resistance,INTERVENTIONAL,MALE,ADULT,Seattle,United States,Failed,Acyline,25,1,6,2013,18,9,2012
Evaluating the Renoprotective Effect of Milk Thistle Extract on Patients With Type II Diabetic Nephropathy,Shiraz University of Medical Sciences,OTHER,Diabetic Nephropathy,INTERVENTIONAL,ALL,ADULT,Shiraz,"Iran, Islamic Republic of",Passed,placebo,30,1,10,2010,28,10,2009
A Reduced-carbohydrate Diet High in Monounsaturated Fats in Type 2 Diabetes,Odense University Hospital,OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Odense,Denmark,Passed,Low carbohydrate diet high in monounsaturated fats,18,1,11,2016,1,3,2017
PROMASTER - PROspective Cohort MRC ABPI STratification and Extreme Response Mechanism in Diabetes,Royal Devon and Exeter NHS Foundation Trust,OTHER,Diabetes,OBSERVATIONAL,ALL,ADULT,Exeter,United Kingdom,Passed,second- or third-line glucose-lowering diabetes treatment,18,1,3,2013,7,4,2014
Efficiency and Cost-effectiveness of a Culturally Adopted Lifestyle Intervention Program - the MEDIM Study.,Region Skane,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Malmö,Sweden,Passed,Lifestyle intervention,30,1,1,2015,19,8,2011
Pharmacodynamic Study to Assess the Effects of Repeated Dosing of SAR247799 on Endothelial Function in Patients With Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,Microvascular Coronary Artery Disease,INTERVENTIONAL,ALL,ADULT,Mainz,Germany,Passed,SAR247799,18,7,3,2018,12,3,2018
"Renal Oxygenation, Oxygen Consumption and Hemodynamic Kinetics in Type 2 DIabetes: an Ertugliflozin Study.","Amsterdam UMC, location VUmc",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,Passed,Ertugliflozin 15 mg,18,10,12,2020,22,7,2019
Use of CoG by Patients With Diabetes Mellitus,Sciema UG,OTHER,Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,San Mateo,United States,Passed,non-invasive tissue glucose prediction,18,16,7,2018,15,2,2019
Ketosis-Prone Diabetes Mellitus (KPDM): Metformin Versus Sitagliptin Treatment,Dawn Smiley MD,OTHER,Ketosis Prone Diabetes,INTERVENTIONAL,ALL,ADULT,Atlanta,United States,Failed,metformin,19,1,3,2010,7,4,2010
"A Study Comparing the Injection Site Pain Experience After the Injection of Semaglutide B and Semaglutide D With 2 Different Injection Pens, a Compound for the Treatment of Type 2 Diabetes and Obesity",Novo Nordisk A/S,INDUSTRY,"Healthy Volunteers Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Groningen,Netherlands,Failed,Semaglutide (administered by DV3396 pen),18,28,10,2019,30,10,2019
Antipsychotics and Risk of Hyperglycemic Emergencies,"Canadian Network for Observational Drug Effect Studies, CNODES",OTHER,Psychotic Disorders,OBSERVATIONAL,ALL,ADULT,Toronto,Canada,Passed,Olanzapine,18,1,4,2012,21,10,2015
Non-surgical Periodontal Therapy Effects Metabolic Control in Diabetics,Mashhad University of Medical Sciences,OTHER,Metabolic Control,INTERVENTIONAL,ALL,ADULT,Mashhad,"Iran, Islamic Republic of",Passed,Scaling and Rootplaning,30,1,6,2007,2,12,2010
CARDS Is Designed To Show If Lowering Cholesterol With Atorvastatin In Type 2 Diabetics Without CV Disease Reduces The Risk Of CV Events,Pfizer,INDUSTRY,Major Coronary Event,INTERVENTIONAL,ALL,ADULT,Fosterhill,United Kingdom,Passed,Atorvastatin,40,1,1,1997,18,5,2006
Antiischemic Effects of Empagliflozin in Diabetic Patients With Refractory Angina,Isfahan University of Medical Sciences,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Isfahan,"Iran, Islamic Republic of",Passed,Empagliflozin 25 MG,18,10,9,2018,29,10,2019
Time in Range (TIR) and Time Below Range (TBR) in Insulin-Treated Elderly Patients With Type 2 Diabetes,Cline Research Center,OTHER,Continuous Glucose Monitoring,OBSERVATIONAL,ALL,OLDER_ADULT,Curitiba,Brazil,Passed,Application of the FreeStyle Libre Flash Glucose CGM.,65,5,8,2020,2,6,2020
PPAR - Combination With Metformin,Bristol-Myers Squibb,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Anniston,United States,Passed,Muraglitazar,18,1,6,2003,13,9,2005
Effect of Ankle Proprioception Training in Type 2 Diabetic Neuropathy,Riphah International University,OTHER,Diabetic Neuropathies,INTERVENTIONAL,ALL,ADULT,Kallar Kahar,Pakistan,Passed,Proprioceptive neuromuscular facilitation,40,15,1,2022,13,1,2022
Comparing the Effectiveness of Two Approaches to Preventing Severe Hypoglycemia in Patients With Type 2 Diabetes (PHT2),Kaiser Permanente,OTHER,Severe Hypoglycemia,INTERVENTIONAL,ALL,ADULT,Seattle,United States,Passed,Proactive Care Management,18,26,1,2022,28,4,2021
Sitagliptin and the Risk for Hypoglycaemia in Type 2 Diabetes Patients,Profil Institut für Stoffwechselforschung GmbH,INDUSTRY,Pharmacological Action,INTERVENTIONAL,ALL,ADULT,Neuss,Germany,Failed,Sitagliptin 100 mg,18,21,3,2018,2,12,2017
